id,url,longitude,latitude,found,revised,host-id,room_type,bedrooms,capacity,reviews,min_nights,price,name,img
homeawp8387000,https://www.homeaway.es/p8387000,-1.97698,43.309101,2017-10-14 13:21:22.047000,2018-01-08 14:03:00.945000,homeaw8387000,Apartamento,3,6,3,32,0,Apartamento Gladys Enea 10 by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/b35e8cbf-d8d2-4995-8854-ad2a9341797e.1.3
homeawp8387001,https://www.homeaway.es/p8387001,-1.97698,43.309101,2017-10-14 13:21:22.047000,2018-01-08 14:03:00.911000,homeaw8387001,Apartamento,2,3,9,32,0,Apartamento Gladys Attic by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/9f00c120-2718-4dee-b452-2906590bece2.1.3
homeawp6982476,https://www.homeaway.es/p6982476,-1.976805,43.3088892,2017-10-14 13:20:57.856000,2018-01-08 14:02:57.879000,homeaw6982476,Apartamento,2,4,0,2,125,"Urumea, lujoso apartamento junto al rio.   ",https://imagesus-ssl.homeaway.com/mda01/d9840f71-6d8e-4876-8131-c773c54846ff.1.3
homeawp8302921,https://www.homeaway.es/p8302921,-1.97793144,43.31002964,2017-10-14 13:21:16.200000,2017-11-05 10:18:19.138000,homeaw8302921,Apartamento,1,3,0,2,0,VIA FORA * Always Easy   ,https://imagesus-ssl.homeaway.com/mda01/ea5b7136-9182-4da2-8239-28f64c2ec3fd.1.3
homeawp1663303,https://www.homeaway.es/p1663303,-1.97973677,43.31029113,2017-10-14 13:19:17.969000,2018-01-08 14:02:48.454000,homeaw1663303,Apartamento,2,5,2,1,181,MIRADOR apartment - PEOPLE RENTALS   ,https://imagesus-ssl.homeaway.com/mda01/0afc4682-5c00-4077-bd22-fc484d72efe2.1.3
homeawp6906288,https://www.homeaway.es/p6906288,-1.98057532,43.31122088,2017-10-14 13:19:54.172000,2018-01-08 14:02:51.846000,homeaw6906288,Apartamento,2,6,15,3,148,Apartamento Araba Parkea by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/3b21572a-2efb-442e-a325-81169dbd166e.1.3
homeawp8308763,https://www.homeaway.es/p8308763,-1.98040365,43.31212877,2017-10-14 13:21:16.200000,2018-01-08 14:02:59.822000,homeaw8308763,Apartamento,1,4,0,2,125,MORAZA * Always Easy   ,https://imagesus-ssl.homeaway.com/mda01/e5764515-6995-4fe7-8456-dc3a6add9a02.1.3
homeawp8168137,https://www.homeaway.es/p8168137,-1.981767,43.3116863,2017-10-14 13:20:00.527000,2018-01-08 14:02:54.055000,homeaw8168137,Apartamento,1,3,0,2,100,"Brian, acogedor apartamento en el centro cerca de La Concha   ",https://imagesus-ssl.homeaway.com/mda01/42a8cc79-4a0b-4f25-9403-fc3e88acf420.1.3
homeawp6906290,https://www.homeaway.es/p6906290,-1.979771,43.307991,2017-10-14 13:20:42.717000,2018-01-08 14:02:56.745000,homeaw6906290,Apartamento,2,5,5,3,150,Apartamento Black and White 3 by FeelFree Rentals   ,https://imagesus-ssl.homeaway.com/mda01/7dfe2ea2-04c6-42ed-8eab-2285db0f4711.1.3
homeawp8679903,https://www.homeaway.es/p8679903,-1.979771,43.307991,2018-04-15 05:37:58.500000,2018-04-16 19:06:58.671000,homeaw8679903,Apartamento,2,5,0,3,495,"A 156 m del centro de San Sebastian con Internet, Ascensor, Balcon, Lavadora (917293)   ",https://imagesus-ssl.homeaway.com/mda01/8699966c-2767-4e35-b504-460871a3505c.1.3
